id	resolution	upstream	target	note
UG-418	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
UG-419	upstream	iso-3166-2-subdivisions		
UG-420	upstream	iso-3166-2-subdivisions		
UG-421	upstream	iso-3166-2-subdivisions		
UG-422	upstream	iso-3166-2-subdivisions		
UG-423	upstream	iso-3166-2-subdivisions		
UG-424	upstream	iso-3166-2-subdivisions		
UG-425	upstream	iso-3166-2-subdivisions		
UG-426	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
UG-427	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
UG-428	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
UG-429	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
UG-430	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
UG-431	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
UG-433	placeholder-country-centroid	iso-3166-2-placeholder-country-centroid		no coords in Wikidata; centroid of UG
UG-434	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
UG-435	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
UG-C	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
UG-E	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
UG-N	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
UG-W	placeholder-circle	iso-3166-2-placeholder-circle		coords from Wikidata P625
UM	upstream	iso-3166-1-countries		
UM-67	upstream	iso-3166-2-subdivisions		
UM-71	upstream	iso-3166-2-subdivisions		
UM-76	upstream	iso-3166-2-subdivisions		
UM-79	upstream	iso-3166-2-subdivisions		
UM-81	upstream	iso-3166-2-subdivisions		
UM-84	upstream	iso-3166-2-subdivisions		
UM-86	upstream	iso-3166-2-subdivisions		
UM-89	placeholder-circle	iso-3166-2-placeholder-circle		parent=US-UM
UM-95	upstream	iso-3166-2-subdivisions		
US	upstream	iso-3166-1-countries		
US-AK	upstream	iso-3166-2-subdivisions		
US-AL	upstream	iso-3166-2-subdivisions		
US-AR	upstream	iso-3166-2-subdivisions		
US-AS	alias-symlink	iso-3166-1-countries	AS	
US-AZ	upstream	iso-3166-2-subdivisions		
US-CA	upstream	iso-3166-2-subdivisions		
US-CO	upstream	iso-3166-2-subdivisions		
US-CT	upstream	iso-3166-2-subdivisions		
US-DC	upstream-relabel	iso-3166-2-subdivisions		label override: "District of Columbia"
US-DE	upstream	iso-3166-2-subdivisions		
US-FL	upstream	iso-3166-2-subdivisions		
US-GA	upstream	iso-3166-2-subdivisions		
US-GU	alias-symlink	iso-3166-1-countries	GU	
US-HI	upstream	iso-3166-2-subdivisions		
